ID,Street name,lien,longueur (m),osm_wid,osm_nidx,lon,lat,len
2,Pont Jean Zuccarelli,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2.html""; ""2"")",80.45,4082887,"[1115443571, 3796070183L, 21670405]","[3.897131, 3.896579, 3.8963200000000002]","[43.600629, 43.600343, 43.600205]","[54.63, 25.82]"
3,Pont Juvenal,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView3.html""; ""3"")",23.38,4218765,"[653594, 280744982]","[3.897787, 3.8980639999999998]","[43.606279, 43.606214]",[23.38]
4,Pont Raymond Chauliac,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView4.html""; ""4"")",97.55,4218766,"[8978880, 3791266610L, 3791266606L]","[3.897808, 3.896955, 3.896616]","[43.609197, 43.609085, 43.609036]","[69.78, 27.77]"
5,Boulevard d'Antigone,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView5.html""; ""5"")",41.46,4218768,"[8978881, 3791266601L, 977921944, 8978882, 977921978]","[3.895982, 3.895909, 3.895829, 3.895716, 3.8954779999999998]","[43.608958, 43.608986, 43.608984, 43.608982, 43.609002]","[6.62, 6.45, 9.13, 19.26]"
6,Avenue du Piree,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView6.html""; ""6"")",30.3,4299520,"[21670402, 1796617833, 286527428, 1796617834, 21670403, 1796617835, 1585115901, 951222052, 951222042]","[3.8962019999999997, 3.896171, 3.896121, 3.896077, 3.89604, 3.896011, 3.895983, 3.895942, 3.895876]","[43.600313, 43.600304, 43.600302, 43.600307, 43.600314, 43.600322, 43.600331, 43.600352, 43.600406]","[2.62, 4.06, 3.54, 3.12, 2.52, 2.42, 4.06, 7.96]"
7,Avenue Marie de Montpellier,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView7.html""; ""7"")",22.2,4299521,"[1115443571, 3665751761L, 3670034498L]","[3.897131, 3.897336, 3.8973709999999997]","[43.600629, 43.600712, 43.600728]","[18.9, 3.3]"
8,Place Emile Martin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView8.html""; ""8"")",23.04,4861661,"[119549981, 1584018068, 83737101]","[3.866399, 3.866339, 3.8663119999999997]","[43.626469, 43.626595, 43.626667]","[14.83, 8.21]"
9,Rue du Triolet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView9.html""; ""9"")",335.86,4862778,"[2002537611, 2396390960L, 2002537612, 2612045868L, 31327758, 2612045871L, 2642878039L, 2642878041L, 2642878043L, 2642878045L, 2642878047L, 289080553]","[3.862772, 3.862727, 3.862689, 3.8619120000000002, 3.861803, 3.86178, 3.861758, 3.861733, 3.861702, 3.861664, 3.8616349999999997, 3.861574]","[43.624335, 43.624367, 43.624407, 43.625695, 43.625901999999996, 43.62611, 43.626227, 43.626359, 43.626517, 43.626723, 43.626873, 43.627193]","[5.1, 5.32, 156.14, 24.66, 23.22, 13.1, 14.86, 17.73, 23.03, 16.85, 35.85]"
10,Rue du Triolet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView10.html""; ""10"")",191.37,4862778,"[289080553, 2612045883L, 2126040746, 31327763, 1988359198, 31327752]","[3.861574, 3.861557, 3.861404, 3.861353, 3.861049, 3.86105]","[43.627193, 43.627278, 43.628028, 43.628279, 43.628784, 43.628856999999996]","[9.55, 84.26, 28.19, 61.26, 8.11]"
11,Avenue Emile Bertin-Sans,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView11.html""; ""11"")",244.89,4862846,"[83737101, 3810224714L, 3810224717L, 551219177, 3906240560L, 3906240573L, 2479837327L, 2394148055L, 31383151, 2479837333L, 2479837367L, 2479837300L, 1424195831]","[3.8663119999999997, 3.866214, 3.8661659999999998, 3.86615, 3.865567, 3.865094, 3.864777, 3.8647169999999997, 3.864639, 3.864582, 3.864373, 3.864297, 3.864191]","[43.626667, 43.626743, 43.626781, 43.626794, 43.627231, 43.627581, 43.627816, 43.627861, 43.627921, 43.62796, 43.628112, 43.628174, 43.628248]","[11.52, 5.78, 1.96, 67.47, 54.42, 36.47, 6.92, 9.15, 6.32, 23.81, 9.26, 11.81]"
12,Rue de la Jalade,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView12.html""; ""12"")",340.28,4862847,"[31382664, 339362654, 2392611862L, 2394148056L, 339362656, 2394148054L, 918434349, 2394148053L, 339362658, 339362660, 2394157189L, 2394157187L, 2707267884L, 2394157185L, 339362666, 2394157179L]","[3.863847, 3.863787, 3.863771, 3.8636809999999997, 3.8633129999999998, 3.863282, 3.863247, 3.863266, 3.8633100000000002, 3.863696, 3.863767, 3.863934, 3.863979, 3.864022, 3.864173, 3.864434]","[43.628355, 43.628296, 43.628279, 43.628178, 43.627801, 43.627703, 43.627293, 43.627192, 43.627105, 43.62657, 43.626477, 43.626268, 43.626211, 43.626155, 43.625961, 43.625634]","[8.15, 2.2, 13.47, 51.2, 11.2, 45.7, 11.33, 10.21, 67.06, 11.83, 26.87, 7.29, 7.14, 24.69, 41.94]"
13,Rue de la Jalade,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView13.html""; ""13"")",21.86,4862847,"[2394157179L, 2394157175L, 31382672]","[3.864434, 3.864448, 3.864448]","[43.625634, 43.625552, 43.625438]","[9.19, 12.67]"
14,Rue Bernard Delicieux,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView14.html""; ""14"")",67.91,7984223,"[20932628, 3574719899L, 70966067, 1814120947]","[3.880606, 3.8806950000000002, 3.881248, 3.881283]","[43.616495, 43.616446, 43.616147, 43.61613]","[9.03, 55.44, 3.44]"
17,Rue Bernard Delicieux,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView17.html""; ""17"")",60.5,7984223,"[1814120939, 76466847, 84630913]","[3.881489, 3.88153, 3.882099]","[43.61602, 43.615997, 43.615701]","[4.12, 56.38]"
18,Avenue Bouisson Bertrand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView18.html""; ""18"")",84.17,7984341,"[14995487, 2078140309, 287966564]","[3.869651, 3.8696989999999998, 3.870429]","[43.619527, 43.619496, 43.61902]","[5.2, 78.97]"
19,Avenue Bouisson Bertrand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView19.html""; ""19"")",51.0,7984341,"[287966564, 221795595]","[3.870429, 3.870901]","[43.61902, 43.618714]",[51.0]
20,Avenue Bouisson Bertrand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView20.html""; ""20"")",78.72,7984341,"[221795595, 1213192006, 221769004]","[3.870901, 3.871124, 3.87163]","[43.618714, 43.61857, 43.618242]","[24.04, 54.68]"
21,Avenue Bouisson Bertrand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView21.html""; ""21"")",48.18,7984341,"[221769004, 221780266]","[3.87163, 3.872077]","[43.618242, 43.617953]",[48.18]
23,Avenue Bouisson Bertrand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView23.html""; ""23"")",67.17,7984341,"[535116453, 221772080]","[3.872133, 3.872753]","[43.617917, 43.617512]",[67.17]
24,Avenue Bouisson Bertrand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView24.html""; ""24"")",82.07,7984341,"[221772080, 2296499457L, 290820246, 290820245, 1583996911, 290820244, 14995480, 14995478]","[3.872753, 3.873249, 3.873313, 3.873322, 3.8733139999999997, 3.87331, 3.87327, 3.873198]","[43.617512, 43.617196, 43.617132, 43.617095, 43.61707, 43.617056, 43.617021, 43.616995]","[53.1, 8.85, 4.14, 2.89, 1.52, 5.07, 6.5]"
27,Place Marcel Godechot,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView27.html""; ""27"")",24.23,7986575,"[14995494, 1583996949, 129970393, 1583996950, 1583996951, 14995496]","[3.869711, 3.869693, 3.869658, 3.8696, 3.869551, 3.869501]","[43.619667, 43.619709, 43.619746, 43.61978, 43.619794, 43.6198]","[4.84, 5.01, 6.05, 4.25, 4.08]"
31,Place Marcel Godechot,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView31.html""; ""31"")",22.67,7986575,"[14995490, 1583996943, 14995491, 1427248798, 14995492, 14995487]","[3.869391, 3.869445, 3.869504, 3.86957, 3.869601, 3.869651]","[43.619496, 43.619482, 43.619479, 43.619489, 43.619499, 43.619527]","[4.66, 4.73, 5.41, 2.8, 5.07]"
32,Avenue de la Croix du Capitaine,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView32.html""; ""32"")",85.47,8028663,"[289059056, 3417320998L, 289148675]","[3.8636530000000002, 3.863809, 3.8646760000000002]","[43.602804, 43.602771, 43.602595]","[13.07, 72.4]"
33,Avenue de la Croix du Capitaine,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView33.html""; ""33"")",96.63,8028663,"[289148675, 289148696]","[3.8646760000000002, 3.865803]","[43.602595, 43.602295]",[96.63]
34,Avenue de la Croix du Capitaine,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView34.html""; ""34"")",70.6,8028663,"[289148696, 3661313833L]","[3.865803, 3.86662]","[43.602295, 43.602063]",[70.6]
35,Rue du Faubourg du Courreau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView35.html""; ""35"")",55.18,8028746,"[945857377, 2575586368L, 3799453664L, 3799453665L, 3799453663L, 2575586435L, 945857653, 933130757, 61791880]","[3.86863, 3.868702, 3.868709, 3.868715, 3.868718, 3.868728, 3.868763, 3.868946, 3.869056]","[43.608196, 43.60824, 43.608246, 43.60825, 43.608253, 43.60826, 43.608285, 43.608524, 43.60857]","[7.63, 0.81, 0.72, 0.38, 1.08, 4.0, 30.35, 10.21]"
38,Rue Professeur Leon Vallois,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView38.html""; ""38"")",23.86,8105781,"[247209842, 3779650583L, 3779650584L, 287959089]","[3.883377, 3.883361, 3.883298, 3.883171]","[43.614686, 43.614718, 43.614756, 43.614835]","[3.8, 6.58, 13.48]"
39,Boulevard Vieussens,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView39.html""; ""39"")",39.49,8584788,"[60939745, 1596469348]","[3.8767769999999997, 3.8772409999999997]","[43.599948, 43.600064]",[39.49]
40,Boulevard Vieussens,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView40.html""; ""40"")",26.8,8584789,"[60939746, 283301013]","[3.877492, 3.877808]","[43.600124, 43.6002]",[26.8]
41,Boulevard Vieussens,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView41.html""; ""41"")",35.15,8584789,"[283301013, 951411775]","[3.877808, 3.8782200000000002]","[43.6002, 43.600305]",[35.15]
43,Boulevard Vieussens,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView43.html""; ""43"")",53.67,8584789,"[278251136, 278241276]","[3.878305, 3.8789379999999998]","[43.600327, 43.600481]",[53.67]
44,Boulevard Vieussens,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView44.html""; ""44"")",34.01,8584789,"[278241276, 278241218]","[3.8789379999999998, 3.8793379999999997]","[43.600481, 43.600578]",[34.01]
45,Rue Bonnie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView45.html""; ""45"")",65.76,8584791,"[60939760, 2597367146L, 2597367139L, 2597367138L, 283307654]","[3.874349, 3.874404, 3.874877, 3.8749279999999997, 3.874985]","[43.602831, 43.602796, 43.60249, 43.602488, 43.6025]","[5.88, 51.02, 4.12, 4.74]"
46,Rue Enclos Fermaud,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView46.html""; ""46"")",55.93,8584792,"[283308304, 2597367119L, 283308303]","[3.875219, 3.875137, 3.874611]","[43.601189, 43.601218, 43.601433]","[7.3, 48.63]"
47,Rue Enclos Fermaud,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView47.html""; ""47"")",60.38,8584792,"[283308303, 278293260]","[3.874611, 3.873972]","[43.601433, 43.601718]",[60.38]
48,Rue Diderot,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView48.html""; ""48"")",22.35,8584795,"[265347875, 3644531994L, 2950814152L, 3644585894L]","[3.877651, 3.877816, 3.877846, 3.877874]","[43.606752, 43.606665, 43.606647, 43.606633]","[16.46, 3.1, 2.79]"
49,Tunnel de la Comedie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView49.html""; ""49"")",239.89,8584797,"[39724094, 61780095, 198195903, 2009086351, 39724095, 939396112, 39724096, 267693698]","[3.878446, 3.878669, 3.8791200000000003, 3.879293, 3.879485, 3.879884, 3.880188, 3.880422]","[43.607184, 43.607397, 43.607833, 43.607995, 43.60814, 43.608441, 43.608642, 43.608792]","[29.71, 60.48, 22.78, 22.36, 46.28, 33.18, 25.1]"
50,Tunnel de la Comedie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView50.html""; ""50"")",151.87,8584797,"[267693698, 1994576491, 1994576492, 939396195, 939396283, 1994576493, 267842928, 39724098]","[3.880422, 3.8805870000000002, 3.8806529999999997, 3.880988, 3.881371, 3.881576, 3.881809, 3.881901]","[43.608792, 43.608902, 43.608945, 43.60913, 43.60936, 43.609472, 43.60959, 43.609639]","[18.09, 7.16, 33.86, 40.08, 20.68, 22.85, 9.15]"
51,Avenue du President Pierre Mendes France,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView51.html""; ""51"")",46.75,8584803,"[8978878, 8978879]","[3.899869, 3.899297]","[43.609468, 43.609395]",[46.75]
52,Rue de la Cavalerie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView52.html""; ""52"")",130.36,8599417,"[61098447, 1117098807, 1117098853, 1117098842, 1905841826, 3574720296L, 20932627]","[3.878919, 3.878961, 3.879004, 3.879047, 3.879072, 3.880073, 3.880108]","[43.615396, 43.615369, 43.615361, 43.615376, 43.615393, 43.616095, 43.616114]","[4.53, 3.55, 3.86, 2.74, 112.13, 3.55]"
53,Rue de la Cavalerie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView53.html""; ""53"")",34.91,8599417,"[20932627, 3574720200L, 3574718204L, 74938419]","[3.880108, 3.8801449999999997, 3.880367, 3.880421]","[43.616114, 43.616134, 43.616289, 43.616331]","[3.7, 24.74, 6.47]"
54,Rue Lunaret,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView54.html""; ""54"")",74.85,8599420,"[61098512, 3574720202L, 74940116]","[3.878888, 3.879411, 3.879454]","[43.615815, 43.616324, 43.616349]","[70.46, 4.39]"
55,Rue de Villefranche,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView55.html""; ""55"")",95.98,8599428,"[61098549, 3574720298L, 74934972]","[3.878811, 3.8788300000000002, 3.879339]","[43.616565, 43.616599, 43.617339]","[4.08, 91.9]"
56,Rue Clapies,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView56.html""; ""56"")",71.05,8659102,"[60012096, 2618667818L, 1571638684, 252278269]","[3.871688, 3.871632, 3.871596, 3.87081]","[43.61042, 43.61043, 43.610436, 43.61048]","[4.6, 3.03, 63.42]"
57,Rue Clapies,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView57.html""; ""57"")",60.53,8659102,"[252278269, 252278058]","[3.87081, 3.870062]","[43.61048, 43.610537]",[60.53]
58,Rue Clapies,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView58.html""; ""58"")",89.73,8659102,"[252278058, 1106055436, 61789330]","[3.870062, 3.869092, 3.868952]","[43.610537, 43.610612, 43.610604]","[78.46, 11.27]"
59,Rue Henri Guinier,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView59.html""; ""59"")",86.2,8662497,"[61815438, 2952059136L, 61815557]","[3.876521, 3.876529, 3.876632]","[43.605611, 43.605551, 43.604839]","[6.69, 79.51]"
60,Rue d'Alger,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView60.html""; ""60"")",65.3,8662499,"[61815435, 61815430]","[3.877544, 3.877431]","[43.605467, 43.606049]",[65.3]
61,Rue Pagezy,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView61.html""; ""61"")",85.87,8662503,"[252285354, 1253682929, 2597389862L, 1253682934, 938784598, 61815434]","[3.878771, 3.878738, 3.878738, 3.878752, 3.87894, 3.879021]","[43.60399, 43.604079, 43.604115, 43.604187, 43.604569, 43.604724]","[10.33, 3.9699999999999998, 8.04, 45.09, 18.44]"
62,Rue du Pioch de Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView62.html""; ""62"")",98.81,8923172,"[65377257, 2268824745L, 65377256, 2268824740L, 105920755, 609679477, 130255697]","[3.8772729999999997, 3.877221, 3.877196, 3.877229, 3.877321, 3.877416, 3.877493]","[43.626101, 43.626016, 43.625928, 43.62581, 43.625657, 43.625487, 43.625258]","[10.32, 9.95, 13.4, 18.57, 20.31, 26.26]"
63,Rue du Pioch de Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView63.html""; ""63"")",105.43,8923172,"[130255697, 65377248, 609679467, 67109120, 65377246]","[3.877493, 3.8775589999999998, 3.877572, 3.877557, 3.877528]","[43.625258, 43.625038, 43.624778, 43.624655, 43.624316]","[24.97, 28.97, 13.68, 37.81]"
64,Rue du Pioch de Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView64.html""; ""64"")",20.02,8923172,"[65377246, 65377245, 610243742]","[3.877528, 3.877516, 3.877507]","[43.624316, 43.624223, 43.624136]","[10.31, 9.71]"
65,Rue du Pioch de Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView65.html""; ""65"")",86.37,8923172,"[610243742, 609888632, 65377244, 67105313]","[3.877507, 3.877492, 3.877465, 3.877418]","[43.624136, 43.624016, 43.623782, 43.623362]","[13.38, 26.13, 46.86]"
66,Rue du Pioch de Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView66.html""; ""66"")",128.51,8923172,"[67105313, 612941072, 610002722, 609844835, 65377241, 130809576]","[3.877418, 3.877396, 3.877391, 3.877375, 3.877356, 3.877356]","[43.623362, 43.623098, 43.623042, 43.622841, 43.622608, 43.622206]","[29.31, 6.23, 22.44, 25.92, 44.61]"
67,Rue du Pioch de Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView67.html""; ""67"")",58.56,8923172,"[130809576, 2139273761, 105941375]","[3.877356, 3.877294, 3.877286]","[43.622206, 43.621744, 43.621682]","[51.65, 6.91]"
68,Rue du Pioch de Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView68.html""; ""68"")",109.46,8923172,"[105941375, 65377237, 368277874, 65425754]","[3.877286, 3.877153, 3.877139, 3.877177]","[43.621682, 43.621037, 43.620767, 43.62071]","[72.5, 29.93, 7.03]"
69,Rue de Nazareth,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView69.html""; ""69"")",66.85,8928676,"[65425754, 1624096815]","[3.877177, 3.876397]","[43.62071, 43.620502]",[66.85]
71,Avenue de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView71.html""; ""71"")",179.21,8932976,"[76469706, 76469707, 76469709, 76469710, 130391367, 912002229, 76469678]","[3.88962, 3.889438, 3.8891679999999997, 3.888967, 3.888733, 3.888693, 3.888055]","[43.626083, 43.626053, 43.625967, 43.625811, 43.625604, 43.625568, 43.624994]","[15.06, 23.78, 23.68, 29.64, 5.24, 81.81]"
72,Rue des Ecureuils,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView72.html""; ""72"")",123.84,9088181,"[105954035, 67105295, 67105296, 67105297, 67105299, 67105300, 67105302, 609679454, 2359971613L, 67105309]","[3.876214, 3.87615, 3.876064, 3.876009, 3.8757900000000003, 3.8754809999999997, 3.8754210000000002, 3.875406, 3.875451, 3.875518]","[43.62356, 43.623447, 43.623323, 43.623266, 43.623342, 43.623516, 43.623611, 43.62369, 43.623753, 43.623802]","[13.55, 15.44, 7.77, 19.52, 31.53, 11.63, 8.82, 7.85, 7.73]"
73,Rue du Sagittaire,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView73.html""; ""73"")",34.57,9088399,"[105947927, 609679389, 67106779]","[3.875, 3.8752269999999998, 3.8752839999999997]","[43.62327, 43.623114, 43.62304]","[25.1, 9.47]"
74,Rue du Sagittaire,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView74.html""; ""74"")",44.74,9088399,"[67106779, 67472393]","[3.8752839999999997, 3.875784]","[43.62304, 43.622864]",[44.74]
75,Rue du Sagittaire,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView75.html""; ""75"")",40.06,9088399,"[67472393, 67106782]","[3.875784, 3.8762309999999998]","[43.622864, 43.622705]",[40.06]
76,Rue Emile Littre,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView76.html""; ""76"")",101.87,9088508,"[67107580, 105925780, 612927424]","[3.875194, 3.875619, 3.876432]","[43.625123, 43.625062, 43.624932]","[34.85, 67.02]"
77,Rue des Cetoines,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView77.html""; ""77"")",46.25,9112422,"[76872736, 2388460871L, 76483309]","[3.875134, 3.875188, 3.8753409999999997]","[43.626678, 43.626784, 43.627067]","[12.49, 33.76]"
78,Rue des Cetoines,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView78.html""; ""78"")",279.14,9112422,"[76483309, 67446991, 2388460875L, 67446992, 2388460877L, 2388460878L, 67446993, 2388460879L, 67446995, 76881247, 2388460876L, 67446996, 67446997, 2004133845, 2385547266L, 76484070]","[3.8753409999999997, 3.8756969999999997, 3.8756909999999998, 3.8756649999999997, 3.875596, 3.875438, 3.875255, 3.8751629999999997, 3.875067, 3.874857, 3.874754, 3.874646, 3.874311, 3.873561, 3.873528, 3.873495]","[43.627067, 43.627721, 43.627766, 43.627809, 43.627856, 43.627904, 43.62795, 43.627946, 43.62793, 43.627809, 43.627773, 43.627762, 43.627847, 43.628059, 43.628067, 43.628074]","[78.12, 5.09, 5.13, 7.68, 13.78, 15.55, 7.47, 7.92, 21.58, 9.2, 8.77, 28.56, 64.74, 2.76, 2.79]"
79,Rue du Verseau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView79.html""; ""79"")",41.76,9114412,"[67472392, 67472393]","[3.87557, 3.875784]","[43.622521, 43.622864]",[41.76]
80,Rue du Capricorne,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView80.html""; ""80"")",32.66,9114425,"[67472471, 67106779]","[3.875136, 3.8752839999999997]","[43.622766, 43.62304]",[32.66]
81,Rue du Faubourg Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView81.html""; ""81"")",72.54,9614277,"[76470549, 3574717807L, 74926892, 126630489, 3574716810L, 76470718, 3574716808L, 76470841]","[3.872483, 3.872468, 3.872453, 3.872435, 3.872403, 3.872379, 3.872347, 3.872321]","[43.622826, 43.622762, 43.622655, 43.622449, 43.622297, 43.622259, 43.622221, 43.622193]","[7.23, 11.97, 22.91, 17.05, 4.66, 4.95, 3.77]"
82,Place Henri Krasucki,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView82.html""; ""82"")",26.04,9614283,"[20932623, 3574780597L, 1332010283]","[3.87326, 3.873344, 3.87343]","[43.619824, 43.619722, 43.619624]","[13.17, 12.87]"
83,Rue du Faubourg Boutonnet,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView83.html""; ""83"")",60.91,9614490,"[622373017, 1508406335, 2296499446L, 74928941]","[3.87467, 3.874713, 3.874721, 3.874791]","[43.616249, 43.616338, 43.616385, 43.616788]","[10.49, 5.21, 45.21]"
84,Rue du 81e Regiment d'Infanterie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView84.html""; ""84"")",67.42,9614742,"[65456317, 221829061]","[3.8785100000000003, 3.878021]","[43.618184, 43.618676]",[67.42]
85,Rue Proudhon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView85.html""; ""85"")",76.84,9614762,"[39724115, 1905841819, 70966072, 1814120916]","[3.881281, 3.88127, 3.8810789999999997, 3.88104]","[43.614978, 43.615022, 43.615572, 43.615646]","[4.96, 63.09, 8.79]"
88,Rue Proudhon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView88.html""; ""88"")",28.95,9614762,"[1814120938, 70966074, 742554327]","[3.880944, 3.880897, 3.8807229999999997]","[43.615784, 43.615828, 43.61599]","[6.12, 22.83]"
89,Rue Proudhon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView89.html""; ""89"")",45.24,9614762,"[742554327, 1814120956, 1814120964, 74938419]","[3.8807229999999997, 3.880467, 3.880438, 3.880421]","[43.61599, 43.616258, 43.61629, 43.616331]","[36.23, 4.23, 4.78]"
90,Place Emile Combes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView90.html""; ""90"")",60.15,9614939,"[1814121098, 1814121058, 1814121055, 1814121032, 1814121010, 1814120985, 1814120984, 74938419]","[3.880091, 3.880044, 3.880036, 3.880046, 3.880322, 3.880351, 3.880384, 3.880421]","[43.616756, 43.616694, 43.616674, 43.616657000000004, 43.616374, 43.616355, 43.616343, 43.616331]","[7.93, 2.24, 2.04, 38.55, 3.12, 3.01, 3.26]"
91,Rue Proudhon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView91.html""; ""91"")",42.3,9614942,"[61098514, 3780952305L, 1814121101, 148580364]","[3.879938, 3.8798909999999998, 3.879736, 3.8795729999999997]","[43.616828, 43.61685, 43.61693, 43.617094]","[4.55, 15.34, 22.41]"
92,Rue Proudhon,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView92.html""; ""92"")",30.81,9614942,"[148580364, 148554100]","[3.8795729999999997, 3.879356]","[43.617094, 43.617322]",[30.81]
