ID,Street name,lien,longueur (m),osm_wid,osm_nidx,lon,lat,len
2055,Avenue Villeneuve-Angouleme,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2055.html""; ""2055"")",81.06,45696125,"[629045448, 582238173]","[3.867165, 3.867656]","[43.594442, 43.595079]",[81.06]
2057,Rue Leon Mares,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2057.html""; ""2057"")",152.8,45751282,"[289136943, 289136942, 289137436, 289137437]","[3.865102, 3.866238, 3.866219, 3.8660069999999997]","[43.601858, 43.601558, 43.601441, 43.601091]","[97.28, 13.03, 42.49]"
2058,Impasse de la Gerbe,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2058.html""; ""2058"")",76.87,45901371,"[585161938, 1456853511]","[3.871162, 3.870573]","[43.604668, 43.605213]",[76.87]
2059,Rue Edouard VII,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2059.html""; ""2059"")",48.97,47203042,"[289059056, 3417322096L, 601519179, 601519180]","[3.8636530000000002, 3.863672, 3.863819, 3.86391]","[43.602804, 43.602844, 43.603059, 43.603203]","[4.67, 26.65, 17.65]"
2060,Rue Edouard VII,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2060.html""; ""2060"")",125.46,47203042,"[601519180, 601519177]","[3.86391, 3.864602]","[43.603203, 43.604214999999996]",[125.46]
2061,Rue Henri Barbusse,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2061.html""; ""2061"")",140.19,47203043,"[601519180, 601519182, 601519185, 601519178]","[3.86391, 3.864341, 3.864427, 3.864917]","[43.603203, 43.603057, 43.603072, 43.603848]","[38.29, 7.12, 94.78]"
2062,Rue Isidore Girard,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2062.html""; ""2062"")",25.17,47486414,"[256092211, 3742670426L, 256109754]","[3.883546, 3.883562, 3.883683]","[43.604702, 43.60473, 43.604906]","[3.38, 21.79]"
2063,Rue Isidore Girard,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2063.html""; ""2063"")",45.72,47486414,"[256109754, 2525980207L, 2525980208L, 938646795]","[3.883683, 3.883891, 3.8839, 3.883914]","[43.604906, 43.605246, 43.60526, 43.605281]","[41.37, 1.65, 2.7]"
2064,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2064.html""; ""2064"")",149.17,47634478,"[606139032, 606139033, 606139034, 606139035, 606139031]","[3.872147, 3.872119, 3.87169, 3.871615, 3.870814]","[43.604897, 43.604906, 43.604758, 43.604727, 43.605433]","[2.47, 38.23, 6.96, 101.51]"
2065,Rue du Port Sarrazin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2065.html""; ""2065"")",131.03,48173860,"[612281191, 3576510072L, 612281166]","[3.862135, 3.862955, 3.863034]","[43.597268, 43.598187, 43.59825]","[121.53, 9.5]"
2066,Rue Lamartine,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2066.html""; ""2066"")",135.83,48259138,"[613383125, 2525973991L, 256105411]","[3.884016, 3.88424, 3.885542]","[43.605265, 43.605351, 43.605787]","[20.37, 115.46]"
2067,Rue Lamartine,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2067.html""; ""2067"")",51.47,48259138,"[256105411, 3742670468L, 2279471917L, 3742670476L, 256104856]","[3.885542, 3.885568, 3.886039, 3.886078, 3.886113]","[43.605787, 43.605796, 43.605964, 43.605979, 43.605995]","[2.31, 42.26, 3.56, 3.34]"
2068,Rue Isidore Girard,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2068.html""; ""2068"")",98.3,48259139,"[256104554, 2525980220L, 256035724, 256105094]","[3.884362, 3.88435, 3.884261, 3.8840339999999998]","[43.606307, 43.606251, 43.605818, 43.605464]","[6.26, 48.69, 43.35]"
2071,Impasse des Verdiers,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2071.html""; ""2071"")",85.4,48492206,"[2866160894L, 616125177, 616125176]","[3.888969, 3.889151, 3.889497]","[43.614893, 43.614813, 43.615374]","[17.14, 68.26]"
2072,Place Roger Salengro,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2072.html""; ""2072"")",139.97,48544595,"[616681002, 616681005, 616681007, 616681010, 1994602545, 616681013, 616681000]","[3.867073, 3.866944, 3.866901, 3.866894, 3.866968, 3.8671379999999997, 3.867226]","[43.606781, 43.607014, 43.607232, 43.607291000000004, 43.607307, 43.607259, 43.606722]","[27.9, 24.41, 6.62, 6.24, 14.69, 60.11]"
2073,Rue Baudin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2073.html""; ""2073"")",26.24,48832826,"[82740321, 82740320]","[3.881868, 3.8815619999999997]","[43.608423, 43.608503]",[26.24]
2074,Rue Baudin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2074.html""; ""2074"")",37.08,48832967,"[82740324, 82740323]","[3.883328, 3.882894]","[43.608045, 43.608159]",[37.08]
2075,Rue Baudin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2075.html""; ""2075"")",36.31,48832967,"[82740323, 82740322]","[3.882894, 3.882468]","[43.608159, 43.608265]",[36.31]
2076,Rue Baudin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2076.html""; ""2076"")",51.32,48832967,"[82740322, 3742850019L, 82740321]","[3.882468, 3.882413, 3.881868]","[43.608265, 43.60828, 43.608423]","[4.74, 46.58]"
2077,Avenue Villeneuve d'Angouleme,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2077.html""; ""2077"")",91.41,49338842,"[350255762, 3788300818L, 289142665, 3668933620L, 289142668, 3788300815L, 3668933617L]","[3.87115, 3.870991, 3.870848, 3.870617, 3.870465, 3.870383, 3.870284]","[43.597924, 43.597832, 43.59775, 43.597618, 43.59752, 43.597465, 43.597393]","[16.36, 14.73, 23.62, 16.4, 8.96, 11.34]"
2078,Rue John Locke,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2078.html""; ""2078"")",87.75,49436025,"[289145586, 1560685524, 627949598, 627949596]","[3.867658, 3.867243, 3.867109, 3.867031]","[43.596167, 43.595769, 43.595626, 43.595522]","[55.42, 19.2, 13.13]"
2079,Rue Jean de Montlaur,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2079.html""; ""2079"")",41.44,49483410,"[582238173, 3788301128L, 628724289]","[3.867656, 3.867721, 3.868064]","[43.595079, 43.595038, 43.594852]","[7.0, 34.44]"
2080,Rue Guillaume Janvier,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2080.html""; ""2080"")",54.35,49486373,"[627949596, 1560685360, 1560685537, 1560685365, 1560685448, 327093533]","[3.867031, 3.867092, 3.867154, 3.867254, 3.867554, 3.867572]","[43.595522, 43.595489, 43.595456, 43.595401, 43.595239, 43.595229]","[6.04, 6.23, 10.07, 30.16, 1.85]"
2082,Rue Frederic Georges,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2082.html""; ""2082"")",104.07,49747347,"[289143747, 289143746, 289144134]","[3.868152, 3.868248, 3.867596]","[43.598356, 43.598216, 43.597595]","[17.32, 86.75]"
2083,Rue de Font-Couverte,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2083.html""; ""2083"")",29.53,50219675,"[350501685, 3211137776L]","[3.855924, 3.855962]","[43.599573, 43.599837]",[29.53]
2085,Rue de Font-Couverte,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2085.html""; ""2085"")",56.31,50219675,"[535284324, 601520625]","[3.855966, 3.8559989999999997]","[43.599876, 43.600382]",[56.31]
2086,Rue de Font-Couverte,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2086.html""; ""2086"")",57.88,50219675,"[601520625, 3417321993L, 535284327]","[3.8559989999999997, 3.856002, 3.8560280000000002]","[43.600382, 43.600458, 43.600902]","[8.4, 49.48]"
2087,Rue de Font-Couverte,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2087.html""; ""2087"")",119.24,50219675,"[535284327, 535284328, 3417322295L, 3417322094L, 350501706, 350501710, 3417321499L]","[3.8560280000000002, 3.856072, 3.8560879999999997, 3.856131, 3.856197, 3.856345, 3.856888]","[43.600902, 43.601096, 43.601132, 43.601192, 43.601241, 43.601365, 43.601734]","[21.78, 4.17, 7.57, 7.66, 18.14, 59.92]"
2088,Rue Guillaume Janvier,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2088.html""; ""2088"")",85.26,51503216,"[627949596, 1560685353, 1560685347, 1560685443, 350505235, 1560685450]","[3.867031, 3.866846, 3.866774, 3.866677, 3.86634, 3.866136]","[43.595522, 43.59562, 43.59566, 43.595701, 43.595853, 43.595929]","[18.54, 7.26, 9.01, 32.01, 18.44]"
2089,Rue Guillaume Janvier,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2089.html""; ""2089"")",234.56,51503216,"[1560685450, 350284866, 3071651457L, 3071651456L, 3071651455L, 289060455, 1560685376, 3071651454L, 289060450, 3071651453L, 3071651461L, 1560685430, 289060446, 582491959, 1560685452, 3071651448L, 3071651127L]","[3.866136, 3.865845, 3.865785, 3.865726, 3.865696, 3.865666, 3.865616, 3.865585, 3.86555, 3.8654900000000003, 3.865381, 3.8653139999999997, 3.865259, 3.864603, 3.864437, 3.864303, 3.86424]","[43.595929, 43.596029, 43.59606, 43.596107, 43.596143, 43.596193, 43.596515, 43.596585, 43.596629, 43.596679, 43.596744, 43.596784, 43.596814, 43.59718, 43.597275, 43.597349, 43.597388]","[25.92, 5.96, 7.03, 4.64, 6.09, 35.97, 8.16, 5.7, 7.34, 11.33, 7.0, 5.55, 66.66, 17.0, 13.62, 6.59]"
2090,Rue Francois Coppee,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2090.html""; ""2090"")",28.35,52110725,"[394530890, 394530892]","[3.85929, 3.859391]","[43.6051, 43.604855]",[28.35]
2091,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2091.html""; ""2091"")",98.44,52485559,"[667172171, 667172200, 667172190, 977654102]","[3.8855139999999997, 3.885942, 3.88587, 3.8863909999999997]","[43.614854, 43.614717, 43.614595, 43.614426]","[37.74, 14.75, 45.95]"
2092,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2092.html""; ""2092"")",59.08,52489695,"[247316440, 247089079, 977654013, 246534651, 977654120, 977654143]","[3.886566, 3.886536, 3.886467, 3.886405, 3.88643, 3.886597]","[43.614599, 43.614553, 43.614355, 43.614253, 43.614225, 43.614175]","[5.71, 22.65, 12.41, 3.73, 14.58]"
2093,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2093.html""; ""2093"")",53.65,52489695,"[977654143, 977654191, 247088661, 247088663]","[3.886597, 3.886699, 3.886787, 3.886954]","[43.614175, 43.614144, 43.614143, 43.614461]","[8.83, 7.12, 37.7]"
2094,Marche des Arceaux,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2094.html""; ""2094"")",364.33,54678353,"[688399788, 688399790, 688399792, 688399786]","[3.864588, 3.86241, 3.862431, 3.864604]","[43.611652, 43.611813, 43.611926, 43.611782]","[176.14, 12.66, 175.53]"
2095,Boulevard de l'Aeroport International,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2095.html""; ""2095"")",78.83,55342241,"[247214734, 267857906, 267858713]","[3.890713, 3.891185, 3.891689]","[43.609007, 43.608977, 43.608939]","[38.12, 40.71]"
2096,Boulevard de l'Aeroport International,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2096.html""; ""2096"")",75.56,55342241,"[267858713, 267858418, 265381079]","[3.891689, 3.8921479999999997, 3.892624]","[43.608939, 43.60891, 43.608877]","[37.08, 38.48]"
2097,Boulevard de l'Aeroport International,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2097.html""; ""2097"")",64.78,55342241,"[265381079, 267859114, 267846975]","[3.892624, 3.8930249999999997, 3.8934249999999997]","[43.608877, 43.608848, 43.608819]","[32.4, 32.38]"
2098,Boulevard de l'Aeroport International,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2098.html""; ""2098"")",63.16,55342241,"[267846975, 247214725, 3654295742L, 3654295741L, 977674774, 2597102236L]","[3.8934249999999997, 3.893942, 3.894027, 3.894078, 3.894161, 3.894206]","[43.608819, 43.608782, 43.608774, 43.608771, 43.608767, 43.608762]","[41.78, 6.89, 4.13, 6.71, 3.65]"
2099,Rue Doyen Pierre Jourda,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2099.html""; ""2099"")",90.61,60219927,"[748019504, 748019328, 748019462, 748019303, 748019252]","[3.886876, 3.886573, 3.886172, 3.886023, 3.8858]","[43.619787, 43.619863, 43.619939, 43.619935, 43.620003]","[25.78, 33.34, 12.04, 19.45]"
2100,Rue Doyen Pierre Jourda,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2100.html""; ""2100"")",22.21,60219927,"[748019252, 748019295]","[3.8858, 3.885545]","[43.620003, 43.62008]",[22.21]
2102,Allee Maitre Geraud,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2102.html""; ""2102"")",90.85,60219931,"[748019295, 748019236, 748019493, 748019270, 748019435, 748019516, 748019252]","[3.885545, 3.885563, 3.885646, 3.885742, 3.885979, 3.885876, 3.8858]","[43.62008, 43.620108, 43.62023, 43.620361, 43.620292, 43.620134, 43.620003]","[3.42, 15.09, 16.53, 20.61, 19.31, 15.89]"
2103,Rue de la Raffinerie,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2103.html""; ""2103"")",89.93,60604310,"[283311197, 3828277251L, 283311200]","[3.868502, 3.869094, 3.869132]","[43.606221, 43.606848, 43.60689]","[84.39, 5.54]"
2105,Avenue de Nimes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2105.html""; ""2105"")",67.0,60960968,"[2588826121L, 976921237, 763122949, 976921067, 976921158, 763122948, 976921187, 20932987]","[3.8836459999999997, 3.883478, 3.883422, 3.8833919999999997, 3.883383, 3.8834, 3.883426, 3.883498]","[43.614522, 43.614667, 43.614728, 43.614784, 43.614846, 43.614905, 43.614962, 43.615045]","[21.0, 8.13, 6.71, 6.99, 6.6, 6.74, 10.83]"
2106,Avenue de Nimes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2106.html""; ""2106"")",234.32,60960968,"[20932987, 1556143089, 185549797, 291608571, 185532001]","[3.883498, 3.883526, 3.884566, 3.885078, 3.885266]","[43.615045, 43.615073, 43.616058, 43.616547, 43.61672]","[3.89, 137.74, 68.22, 24.47]"
2107,Avenue de Nimes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2107.html""; ""2107"")",43.55,60960968,"[185532001, 1637652674]","[3.885266, 3.885599]","[43.61672, 43.617029]",[43.55]
2109,Rue du Jeu de Mail des Abbes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2109.html""; ""2109"")",80.12,60962479,"[20932644, 1202205672, 146076964]","[3.884076, 3.884087, 3.883836]","[43.619993, 43.620052, 43.620688]","[6.6, 73.52]"
2113,Rue du Comte de Melgueil,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2113.html""; ""2113"")",199.26,72122506,"[1560675399, 247258984, 943983702, 943983696, 943983725]","[3.890673, 3.892556, 3.892723, 3.893001, 3.893134]","[43.603623, 43.603758, 43.60377, 43.603798, 43.603818]","[152.25, 13.45, 22.64, 10.92]"
2115,Rue Adam de Craponne,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2115.html""; ""2115"")",31.14,73024852,"[251308327, 283316770]","[3.867426, 3.867142]","[43.606013, 43.605823]",[31.14]
2116,Rue Adam de Craponne,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2116.html""; ""2116"")",70.79,73024853,"[283311198, 251308327]","[3.868088, 3.867426]","[43.606432, 43.606013]",[70.79]
2117,Rue Adam de Craponne,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2117.html""; ""2117"")",115.81,73024855,"[278298391, 3154138118L, 2292413373L, 283316770]","[3.866047, 3.866124, 3.866737, 3.867142]","[43.605146, 43.605193, 43.605573, 43.605823]","[8.13, 64.89, 42.79]"
2118,Rue Saint-Claude,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2118.html""; ""2118"")",142.66,73540414,"[251308612, 3828277243L, 3828277246L, 283309686]","[3.8730089999999997, 3.872973, 3.871596, 3.871539]","[43.605203, 43.605229, 43.605901, 43.605918]","[4.05, 133.65, 4.96]"
2119,Rue du Faubourg du Courreau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2119.html""; ""2119"")",77.2,73540542,"[61791880, 252279505, 2575586458L, 252278445]","[3.869056, 3.86965, 3.869722, 3.869999]","[43.60857, 43.60848, 43.608489, 43.60846]","[48.77, 5.94, 22.49]"
2120,Rue du Cheval Vert,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2120.html""; ""2120"")",73.44,73540608,"[61815462, 945867979, 61815474]","[3.875228, 3.875121, 3.874357]","[43.605583, 43.605592, 43.605776]","[8.64, 64.8]"
2121,Rue du Cheval Vert,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2121.html""; ""2121"")",70.28,73540608,"[61815474, 61815475]","[3.874357, 3.873521]","[43.605776, 43.605959]",[70.28]
2123,Avenue de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2123.html""; ""2123"")",194.25,77454730,"[76469678, 130464118, 148694943, 76469679, 130380845]","[3.888055, 3.887639, 3.886985, 3.886815, 3.8864419999999997]","[43.624994, 43.62463, 43.624076, 43.623938, 43.623697]","[52.49, 81.01, 20.56, 40.19]"
2124,Avenue de Castelnau,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2124.html""; ""2124"")",339.48,77454730,"[130380845, 76469680, 76469681, 1202229977, 130360784, 76469682, 912002206, 76469683, 912002217, 912002220, 76469684, 1427248853, 140276296]","[3.8864419999999997, 3.886117, 3.8856640000000002, 3.885434, 3.884575, 3.884173, 3.884013, 3.883897, 3.883571, 3.883324, 3.883048, 3.882993, 3.882859]","[43.623697, 43.623406, 43.623087, 43.622987, 43.62265, 43.622502, 43.622465, 43.62245, 43.62239, 43.622336, 43.622264, 43.622248, 43.622214]","[41.62, 50.79, 21.56, 78.6, 36.28, 13.55, 9.46, 27.12, 20.74, 23.55, 4.78, 11.43]"
2125,Cour Jacques Thibaud,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2125.html""; ""2125"")",162.5,77454739,"[911632325, 911632220, 911632263, 911632159, 911632178, 911632343, 911632383, 911632276, 911632297, 911632199, 911632233, 911632138, 911632151, 911632316, 911632358, 911632252, 911632381, 911632272]","[3.88891, 3.889217, 3.889254, 3.8892819999999997, 3.8894859999999998, 3.889504, 3.889508, 3.8894130000000002, 3.889414, 3.889444, 3.889684, 3.8897269999999997, 3.889773, 3.889944, 3.88999, 3.890058, 3.890104, 3.890276]","[43.622049, 43.62211, 43.622113, 43.62211, 43.622044, 43.622024, 43.621996, 43.621829, 43.621806, 43.621783, 43.621709, 43.621703, 43.621714, 43.621874, 43.621891, 43.621899, 43.621887, 43.621796]","[25.65, 2.94, 2.29, 18.01, 2.58, 3.18, 20.07, 2.6, 3.45, 21.03, 3.52, 3.89, 22.56, 4.11, 5.49, 3.99, 17.14]"
2128,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2128.html""; ""2128"")",29.0,80443101,"[266328719, 2009775777, 2009776394, 2305432940L, 2007778295, 266328721]","[3.880476, 3.880599, 3.8806469999999997, 3.88072, 3.8807739999999997, 3.880824]","[43.605147, 43.605114, 43.605107, 43.6051, 43.60509, 43.605081]","[10.59, 3.91, 5.89, 4.55, 4.06]"
2129,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2129.html""; ""2129"")",128.64,80443101,"[266328721, 266328722, 266328723, 939396241, 939396191, 266328724, 939396359, 941103018, 3119066030L]","[3.880824, 3.881538, 3.881556, 3.881646, 3.881735, 3.881827, 3.881982, 3.8820639999999997, 3.8821149999999998]","[43.605081, 43.605573, 43.605583, 43.60562, 43.605645, 43.605659, 43.605687, 43.605703, 43.605712]","[79.29, 1.83, 8.33, 7.69, 7.58, 12.83, 6.83, 4.26]"
2131,Quai Laffite,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2131.html""; ""2131"")",49.97,80443102,"[256105980, 1560675414, 256105996]","[3.8879200000000003, 3.887984, 3.888236]","[43.605471, 43.605354, 43.605086]","[13.93, 36.04]"
2132,Quai Laffite,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2132.html""; ""2132"")",46.14,80443104,"[256106013, 3742670428L, 3742670437L, 256105996]","[3.888506, 3.888487, 3.888268, 3.888236]","[43.60472, 43.604749, 43.605053, 43.605086]","[3.51, 38.13, 4.5]"
2133,Rue du Moulin des Sept Cans,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2133.html""; ""2133"")",167.49,80443105,"[281251686, 281253480, 278223053, 283318476, 280005948]","[3.889423, 3.8896800000000002, 3.890009, 3.890292, 3.890795]","[43.603402, 43.603221, 43.602926, 43.60269, 43.602269]","[28.85, 42.07, 34.78, 61.79]"
2134,Rue du Moulin des Sept Cans,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2134.html""; ""2134"")",20.17,80443105,"[280005948, 280005476]","[3.890795, 3.890977]","[43.602269, 43.602145]",[20.17]
2137,Place de Strasbourg,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2137.html""; ""2137"")",31.91,80457794,"[246689299, 938784616, 3643235986L, 247259454]","[3.880654, 3.880506, 3.880406, 3.880351]","[43.603026, 43.602942, 43.602891, 43.602843]","[15.15, 9.86, 6.9]"
2138,Place de Strasbourg,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2138.html""; ""2138"")",25.81,80457799,"[612173329, 938784545, 256091263]","[3.88035, 3.880287, 3.880157]","[43.60303, 43.603129, 43.603208]","[12.14, 13.67]"
2139,Place de Strasbourg,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2139.html""; ""2139"")",47.63,80457799,"[256091263, 256089188, 256089189, 256089156]","[3.880157, 3.879893, 3.879839, 3.87988]","[43.603208, 43.603365, 43.603444, 43.603532]","[27.46, 9.79, 10.38]"
2140,Rue Du Guesclin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2140.html""; ""2140"")",108.01,80524852,"[291649095, 2948065162L, 82741151]","[3.882503, 3.882543, 3.883016]","[43.606588, 43.606638, 43.607485]","[6.48, 101.53]"
2141,Rue Du Guesclin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2141.html""; ""2141"")",67.12,80524852,"[82741151, 942738834, 82740324]","[3.883016, 3.883318, 3.883328]","[43.607485, 43.608024, 43.608045]","[64.6, 2.52]"
2142,Allee Henri II de Montmorency,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2142.html""; ""2142"")",113.16,80524854,"[247213916, 1809723649, 1809723648, 295182285, 247213995, 295182274, 3816752984L]","[3.88589, 3.885983, 3.886229, 3.886418, 3.886852, 3.887186, 3.887291]","[43.610304, 43.610315, 43.610311, 43.610299, 43.610272, 43.610255, 43.610249]","[7.59, 19.77, 15.33, 35.02, 26.98, 8.47]"
2143,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2143.html""; ""2143"")",115.32,80524856,"[295109650, 295109651, 295109652, 295092707, 368009808, 295092710]","[3.8868229999999997, 3.8869249999999997, 3.887061, 3.887521, 3.888079, 3.88824]","[43.609151, 43.609181, 43.609202, 43.609179, 43.609138, 43.609125]","[8.88, 11.25, 37.08, 45.13, 12.98]"
2144,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2144.html""; ""2144"")",82.28,80524856,"[295092710, 2007666309]","[3.88824, 3.8892569999999997]","[43.609125, 43.609052]",[82.28]
2145,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2145.html""; ""2145"")",117.78,80524856,"[2007666309, 1111368920, 295092706, 2007666295]","[3.8892569999999997, 3.889743, 3.890552, 3.890536]","[43.609052, 43.609018, 43.60896, 43.608843]","[39.26, 65.41, 13.11]"
2147,Boulevard Victor Hugo,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2147.html""; ""2147"")",37.7,80524858,"[256095068, 3644584498L, 256095624]","[3.878326, 3.87858, 3.878589]","[43.606971, 43.607222, 43.607249]","[34.59, 3.11]"
2151,Rue du Clos Rene,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2151.html""; ""2151"")",93.29,80524861,"[1111394161, 82740638]","[3.8800600000000003, 3.8807840000000002]","[43.606404, 43.607059]",[93.29]
2152,Avenue Henri Frenay,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2152.html""; ""2152"")",287.63,80524862,"[939396213, 266328726, 266328727, 266328728, 2948065158L, 266328729, 1118693281, 1118693294, 1118693288, 1118693267]","[3.882218, 3.882311, 3.882522, 3.882765, 3.882882, 3.882906, 3.883038, 3.883324, 3.883447, 3.883546]","[43.605799, 43.605854, 43.606071, 43.60638, 43.606537, 43.606568, 43.606778, 43.607391, 43.607877, 43.608163]","[9.63, 29.49, 39.47, 19.86, 3.96, 25.63, 71.87, 54.97, 32.75]"
