ID,Street name,lien,longueur (m),osm_wid,osm_nidx,lon,lat,len
72,Route de Lanmerin,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView72.html""; ""72"")",58.74,76580815,"[306046921, 938501074, 306046912, 410857094]","[-3.384291, -3.384479, -3.38455, -3.384627]","[48.729847, 48.729641, 48.729442, 48.729375]","[26.69, 22.68, 9.37]"
73,Residence des Magnolias,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView73.html""; ""73"")",95.11,89313644,"[1036242340, 1036242324]","[-3.380838, -3.38048]","[48.735582, 48.73476]",[95.11]
74,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView74.html""; ""74"")",35.86,89313636,"[1036242312, 1036242279]","[-3.379471, -3.379164]","[48.735659, 48.735911]",[35.86]
75,Route du Crec'h,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView75.html""; ""75"")",278.41,49398687,"[627294720, 627294725, 627294730, 627294733, 627294738, 627294742, 628975351]","[-3.374798, -3.374878, -3.375179, -3.376037, -3.376885, -3.377818, -3.378079]","[48.736761, 48.73674, 48.736591, 48.736011, 48.735791, 48.735784, 48.735759]","[6.37, 27.52, 90.08, 66.73, 68.41, 19.3]"
76,Residence des Magnolias,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView76.html""; ""76"")",127.68,89313639,"[1036242324, 1036242329, 1036242312]","[-3.38048, -3.379555, -3.379471]","[48.73476, 48.735404, 48.735659]","[98.65, 29.03]"
77,Convenant Dillec,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView77.html""; ""77"")",46.72,105354712,"[1213920682, 1213920676]","[-3.386835, -3.3872619999999998]","[48.727842, 48.728154]",[46.72]
78,Convenant Dillec,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView78.html""; ""78"")",45.88,105512755,"[1209864859, 3506509870L, 1215211211]","[-3.386497, -3.386701, -3.386465]","[48.728023, 48.728166, 48.728316]","[21.84, 24.04]"
79,Convenant Nonen,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView79.html""; ""79"")",31.93,105512451,"[630905777, 1215208142]","[-3.389466, -3.389277]","[48.728232, 48.727973]",[31.93]
80,Convenant Nonen,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView80.html""; ""80"")",36.98,105512452,"[630905780, 1215208157]","[-3.389439, -3.38902]","[48.727505, 48.727691]",[36.98]
81,Convenant Nonen,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView81.html""; ""81"")",30.15,105512452,"[1215208157, 1215208152]","[-3.38902, -3.388661]","[48.727691, 48.727823]",[30.15]
82,Convenant Nonen,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView82.html""; ""82"")",47.2,105512453,"[1215208155, 1215208157]","[-3.3886979999999998, -3.38902]","[48.727323, 48.727691]",[47.2]
83,Rue de Croas Vari,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView83.html""; ""83"")",112.7,105512448,"[630905781, 1215208136]","[-3.3886979999999998, -3.390224]","[48.726785, 48.726658]",[112.7]
84,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView84.html""; ""84"")",812.99,60694789,"[759879442, 410856901, 410856902, 640345594, 410856904, 410856906, 410856908, 410856910, 410856912, 410856915, 410856917, 410856919, 410856921, 410856922, 410856925, 410856927, 410856930, 410856932, 410856933, 410856934, 410856936]","[-3.359762, -3.359987, -3.3603300000000003, -3.360507, -3.361051, -3.36233, -3.36257, -3.363128, -3.363643, -3.363849, -3.364407, -3.36475, -3.365188, -3.365952, -3.366278, -3.36663, -3.367016, -3.367986, -3.369325, -3.3697369999999998, -3.370089]","[48.726961, 48.726983, 48.726983, 48.726969, 48.726926, 48.726677, 48.726587, 48.726309, 48.726009, 48.725947, 48.725868, 48.725896, 48.726026, 48.726394, 48.726507, 48.726553, 48.726553, 48.726456, 48.726287, 48.726264, 48.726304]","[16.68, 25.17, 13.09, 40.14, 97.75, 20.28, 51.22, 50.37, 16.61, 41.84, 25.36, 35.2, 69.34, 27.02, 26.28, 28.31, 71.9, 99.95, 30.31, 26.17]"
85,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView85.html""; ""85"")",97.14,60694789,"[410856936, 410856938, 410856940, 1510612757]","[-3.370089, -3.370527, -3.370861, -3.371133]","[48.726304, 48.726422, 48.726598, 48.726813]","[34.7, 31.35, 31.09]"
86,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView86.html""; ""86"")",371.01,60694789,"[1510612757, 410856941, 410856943, 410856945, 410856947, 410856949, 410856951, 410856953, 410856955, 410856957]","[-3.371133, -3.371814, -3.371908, -3.372037, -3.372209, -3.372338, -3.372544, -3.373033, -3.373222, -3.373445]","[48.726813, 48.727351, 48.727532, 48.728076, 48.728483, 48.728699, 48.728936, 48.729429, 48.729582, 48.729688]","[77.9, 21.29, 61.13, 47.01, 25.71, 30.44, 65.43, 21.91, 20.19]"
87,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView87.html""; ""87"")",172.94,60694789,"[410856957, 410856959, 410856960, 410856962]","[-3.373445, -3.373805, -3.374063, -3.375702]","[48.729688, 48.729689, 48.729672, 48.729287]","[26.42, 18.96, 127.56]"
88,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView88.html""; ""88"")",26.13,60694789,"[410856962, 410856964]","[-3.375702, -3.3760529999999997]","[48.729287, 48.729247]",[26.13]
89,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView89.html""; ""89"")",183.81,60694789,"[410856964, 410856966, 410856967, 410856969, 410857095, 410857096, 410857097]","[-3.3760529999999997, -3.376442, -3.3768700000000003, -3.377145, -3.377436, -3.377754, -3.3781309999999998]","[48.729247, 48.729329, 48.72948, 48.729652, 48.729855, 48.730012, 48.730125]","[29.91, 35.53, 27.83, 31.06, 29.08, 30.4]"
90,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView90.html""; ""90"")",166.22,60694789,"[410857097, 410857098, 410857099, 410857100]","[-3.3781309999999998, -3.379024, -3.380225, -3.380352]","[48.730125, 48.730261, 48.730414, 48.730428]","[67.15, 89.7, 9.37]"
91,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView91.html""; ""91"")",156.8,60694789,"[410857100, 410857101, 410857102, 410857103, 4033574618L]","[-3.380352, -3.380758, -3.381187, -3.381659, -3.382189]","[48.730428, 48.730391, 48.730267, 48.730029, 48.729762]","[30.04, 34.37, 43.54, 48.85]"
92,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView92.html""; ""92"")",97.72,60694789,"[4033574618L, 410857104, 410857109, 628647170]","[-3.382189, -3.382491, -3.383101, -3.383371]","[48.729762, 48.72961, 48.729429, 48.729371]","[27.9, 49.0, 20.82]"
93,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView93.html""; ""93"")",96.93,60694789,"[628647170, 410857111, 410857113, 410857115, 410857094]","[-3.383371, -3.383642, -3.384225, -3.384405, -3.384627]","[48.729371, 48.729316, 48.729259, 48.729276, 48.729375]","[20.77, 43.24, 13.34, 19.58]"
94,Route de Kerhuellan,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView94.html""; ""94"")",913.89,49481994,"[628654326, 628654328, 628654329, 628654330, 628654331, 628654332, 659495424, 628654333, 628654334, 938501071, 628654335, 628654336, 628654337, 628654339, 628654340, 628654341, 798799872, 628654342, 628654343, 628654344, 628654345, 627294778]","[-3.387637, -3.387685, -3.3875349999999997, -3.387041, -3.3865819999999998, -3.386605, -3.386856, -3.387363, -3.387504, -3.387362, -3.387318, -3.38702, -3.386505, -3.385732, -3.384917, -3.384531, -3.384426, -3.384316, -3.38423, -3.384359, -3.3844659999999998, -3.384449]","[48.744146, 48.743775, 48.743251, 48.742685, 48.742196, 48.742112, 48.742054, 48.741992, 48.741933, 48.741466, 48.7411, 48.740534, 48.740166, 48.739728, 48.739317, 48.739147, 48.739078, 48.739006, 48.738808, 48.738369, 48.737973, 48.737447]","[41.47, 59.21, 72.56, 63.97, 9.43, 19.53, 37.78, 12.23, 52.85, 40.8, 66.6, 55.64, 74.71, 75.16, 34.02, 10.83, 11.41, 22.89, 49.65, 44.72, 58.43]"
95,Route de Kerhuellan,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView95.html""; ""95"")",530.79,49481994,"[627294778, 627294794, 671545126, 627294799, 627294803, 627294808, 627294814, 627294817]","[-3.384449, -3.384974, -3.385427, -3.385532, -3.385586, -3.385704, -3.385961, -3.385968]","[48.737447, 48.736173, 48.735335, 48.73514, 48.73432, 48.733881, 48.733463, 48.732822]","[146.69, 98.91, 22.96, 91.3, 49.51, 50.09, 71.33]"
96,Route de Kerhuellan,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView96.html""; ""96"")",201.47,49481994,"[627294817, 627294823, 627294827, 627294830, 4139308775L, 627294833, 1512700066, 1512700065, 627294837]","[-3.385968, -3.3863149999999997, -3.386648, -3.386742, -3.386741, -3.386723, -3.3865790000000002, -3.386365, -3.386087]","[48.732822, 48.732777, 48.732685, 48.732575, 48.732563999999996, 48.732374, 48.732052, 48.731715, 48.731461]","[25.92, 26.43, 14.0, 1.28, 21.16, 37.31, 40.54, 34.83]"
97,Route de Kerhuellan,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView97.html""; ""97"")",314.52,49481994,"[627294837, 1510607809, 627294840, 1510607808, 627294844, 627294848, 3432017643L, 627294852, 627294856, 3414901840L, 627294858, 627294859, 3416224680L, 627294860, 410857176]","[-3.386087, -3.386231, -3.386418, -3.386597, -3.386827, -3.387063, -3.387138, -3.387176, -3.387082, -3.387035, -3.386667, -3.386251, -3.3859529999999998, -3.385929, -3.385914]","[48.731461, 48.731228, 48.731103, 48.730969, 48.730743, 48.730396, 48.730289, 48.730164, 48.730096, 48.730077, 48.729929, 48.729713, 48.729319, 48.729288, 48.729199]","[27.95, 19.53, 19.85, 30.25, 42.21, 13.13, 14.18, 10.23, 3.99, 31.61, 38.83, 48.93, 3.83, 10.0]"
98,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView98.html""; ""98"")",70.19,137735752,"[410857186, 1510588889]","[-3.392174, -3.391633]","[48.728381, 48.72786]",[70.19]
99,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView99.html""; ""99"")",51.89,137738731,"[1510612757, 1510612754]","[-3.371133, -3.371704]","[48.726813, 48.726536]",[51.89]
100,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView100.html""; ""100"")",143.38,137738732,"[633487285, 1510612770, 1510612776, 1510612778]","[-3.3722149999999997, -3.3721259999999997, -3.37196, -3.371013]","[48.729672, 48.730097, 48.730297, 48.730403]","[47.68, 25.3, 70.4]"
101,Impasse de Garic,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView101.html""; ""101"")",243.81,137738734,"[410856962, 1510612769, 1510612767, 1510612765, 1510612762, 1510612759]","[-3.375702, -3.37521, -3.375045, -3.374837, -3.374693, -3.374451]","[48.729287, 48.72866, 48.728337, 48.727868, 48.727536, 48.727267]","[78.47, 37.91, 54.28, 38.44, 34.71]"
102,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView102.html""; ""102"")",176.29,137742882,"[633569175, 1510643061, 1510643055]","[-3.372327, -3.371308, -3.370648]","[48.734882999999996, 48.734183, 48.733748]","[107.89, 68.4]"
103,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView103.html""; ""103"")",135.46,137742222,"[322789671, 1510639146, 1510639153, 1510639149, 1510639156]","[-3.382218, -3.381948, -3.3813779999999998, -3.380756, -3.380403]","[48.724716, 48.724799, 48.72484, 48.724833, 48.724855]","[21.81, 42.03, 45.58, 26.04]"
104,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView104.html""; ""104"")",160.64,137742222,"[1510639156, 1510639166, 1510639169, 1510639178, 1510639181, 1510639172, 1510639151]","[-3.380403, -3.380207, -3.379875, -3.379336, -3.379057, -3.37886, -3.378394]","[48.724855, 48.724867, 48.724942, 48.725072, 48.725113, 48.725052, 48.72484]","[14.4, 25.7, 42.05, 21.01, 15.97, 41.51]"
105,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView105.html""; ""105"")",75.68,137742228,"[1510639156, 1510639176, 1510639182, 1510639183, 1510639194]","[-3.380403, -3.380368, -3.38043, -3.380655, -3.381017]","[48.724855, 48.725059, 48.72512, 48.725185, 48.725207]","[22.76, 8.22, 18.0, 26.7]"
106,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView106.html""; ""106"")",177.49,137840276,"[1511580459, 1511580458, 1511580453, 1511580452, 1511580457, 1511580454, 628651303]","[-3.389856, -3.3898669999999997, -3.389942, -3.390248, -3.39101, -3.391766, -3.391858]","[48.736844, 48.736582, 48.736539, 48.736529, 48.736504, 48.736454, 48.736435]","[29.1, 7.25, 22.44, 55.9, 55.71, 7.09]"
107,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView107.html""; ""107"")",78.82,137844032,"[1511627331, 1511627337]","[-3.378853, -3.379305]","[48.73414, 48.734784]",[78.82]
108,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView108.html""; ""108"")",83.04,137844036,"[410857097, 1511627286]","[-3.3781309999999998, -3.3770540000000002]","[48.730125, 48.730356]",[83.04]
109,Residence des Magnolias,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView109.html""; ""109"")",103.43,89313641,"[1036242312, 3399381932L, 1036242336, 1036242340]","[-3.379471, -3.379654, -3.38003, -3.380838]","[48.735659, 48.735581, 48.735535, 48.735582]","[16.0, 28.03, 59.4]"
110,None-tertiary,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView110.html""; ""110"")",356.68,240709845,"[306046906, 638516249, 306046907, 306046908, 633487263]","[-3.357667, -3.357778, -3.359285, -3.360288, -3.361928]","[48.73895, 48.738905, 48.738287, 48.73805, 48.737422]","[9.55, 130.08, 78.06, 138.99]"
111,None-tertiary,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView111.html""; ""111"")",369.99,240709845,"[633487263, 306046892, 306046893, 306046894, 798799939, 306046895, 798799943]","[-3.361928, -3.36207, -3.363314, -3.364744, -3.365157, -3.366043, -3.3668519999999997]","[48.737422, 48.737367, 48.737206, 48.737365, 48.737285, 48.737113, 48.737068]","[12.04, 92.9, 106.28, 31.61, 67.68, 59.48]"
112,None-tertiary,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView112.html""; ""112"")",114.41,240709845,"[798799943, 306046896, 633487264]","[-3.3668519999999997, -3.367842, -3.368377]","[48.737068, 48.737012, 48.736887]","[72.83, 41.58]"
113,None-tertiary,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView113.html""; ""113"")",223.99,240709845,"[633487264, 633569181]","[-3.368377, -3.371257]","[48.736887, 48.736213]",[223.99]
114,None-tertiary,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView114.html""; ""114"")",250.55,240709845,"[633569181, 306046897, 306046898, 306046899]","[-3.371257, -3.371724, -3.373519, -3.374623]","[48.736213, 48.736103, 48.735957, 48.735858]","[36.33, 132.55, 81.67]"
115,Rue Francois Nicolas,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView115.html""; ""115"")",71.31,65502437,"[798286851, 3414383327L, 798799976, 798799977, 798799978]","[-3.3847300000000002, -3.384807, -3.385163, -3.385337, -3.385506]","[48.730057, 48.730098, 48.730287, 48.730291, 48.730405]","[7.3, 33.43, 12.8, 17.78]"
116,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView116.html""; ""116"")",46.38,334372745,"[639160836, 3414869776L]","[-3.381701, -3.381466]","[48.728771, 48.728384]",[46.38]
117,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView117.html""; ""117"")",49.0,177300200,"[1877552031, 1877552024, 3414873606L, 306046922]","[-3.381607, -3.381775, -3.381828, -3.382062]","[48.730914, 48.730826, 48.730869, 48.731057]","[15.82, 6.2, 26.98]"
118,Rue du Chemin Vert,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView118.html""; ""118"")",470.67,49481644,"[410856964, 1510607806, 1510607805, 628650028, 639160841]","[-3.3760529999999997, -3.378388, -3.380664, -3.381409, -3.382058]","[48.729247, 48.728655, 48.72808, 48.727887, 48.727748]","[183.37, 178.57, 58.7, 50.03]"
119,Rue du Chemin Vert,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView119.html""; ""119"")",209.53,49481644,"[639160841, 628650029, 628650026]","[-3.382058, -3.382253, -3.38486]","[48.727748, 48.727713, 48.727377]","[14.78, 194.75]"
120,Rue du Chemin Vert,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView120.html""; ""120"")",214.74,49481644,"[628650026, 628650027, 630905776]","[-3.38486, -3.387184, -3.387699]","[48.727377, 48.727049, 48.726917]","[174.2, 40.54]"
121,Residence Le Carpont,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView121.html""; ""121"")",65.03,51566603,"[659495377, 659495378]","[-3.385358, -3.385659]","[48.731816, 48.732366999999996]",[65.03]
122,Residence Le Carpont,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView122.html""; ""122"")",55.39,51566603,"[659495378, 627294817]","[-3.385659, -3.385968]","[48.732366999999996, 48.732822]",[55.39]
123,Impasse du Stade,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView123.html""; ""123"")",139.2,75542947,"[3432017640L, 4029952344L, 639160825, 639160772]","[-3.381449, -3.381345, -3.381254, -3.379697]","[48.72883, 48.728857, 48.728882, 48.729313]","[8.22, 7.18, 123.8]"
124,Impasse du Stade,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView124.html""; ""124"")",55.04,75542947,"[639160772, 639160829, 892076272]","[-3.379697, -3.379139, -3.3789949999999997]","[48.729313, 48.729455, 48.72949]","[43.82, 11.22]"
125,Cite Bodiou,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView125.html""; ""125"")",163.06,70585921,"[410857100, 626964238, 661050157, 626964239, 661050165, 626964213]","[-3.380352, -3.3804119999999998, -3.380625, -3.38079, -3.380958, -3.381438]","[48.730428, 48.730903, 48.731199, 48.731323, 48.731385, 48.731578]","[53.03, 36.32, 18.39, 14.12, 41.2]"
126,Allee des Chataigniers,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView126.html""; ""126"")",77.47,49857898,"[633493252, 633493255, 633493205]","[-3.382155, -3.382341, -3.3817500000000003]","[48.731762, 48.73158, 48.731305]","[24.39, 53.08]"
127,Rue des Hortensias,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView127.html""; ""127"")",81.82,343731710,"[628650026, 628647165]","[-3.38486, -3.385594]","[48.727377, 48.727932]",[81.82]
128,Rue des Hortensias,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView128.html""; ""128"")",23.9,343731710,"[628647165, 322789679, 306046910]","[-3.385594, -3.385611, -3.385862]","[48.727932, 48.727943, 48.728054]","[1.76, 22.14]"
129,Residence Park Guen,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView129.html""; ""129"")",60.87,353995776,"[410857791, 3597821690L, 3597821796L]","[-3.393589, -3.39356, -3.393207]","[48.728359, 48.728045, 48.728051]","[34.95, 25.92]"
130,Residence Park Guen,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView130.html""; ""130"")",239.51,353995776,"[3597821796L, 3597821691L, 3597821692L, 3597821793L, 3597821794L, 3597821795L]","[-3.393207, -3.393013, -3.392488, -3.3924149999999997, -3.391531, -3.391523]","[48.728051, 48.728058, 48.727554, 48.726835, 48.726861, 48.726749]","[14.18, 68.01, 80.07, 64.85, 12.4]"
131,Residence Park Guen,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView131.html""; ""131"")",56.94,353995777,"[3597821796L, 3597821797L]","[-3.393207, -3.393156]","[48.728051, 48.72754]",[56.94]
132,None-unclassified,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView132.html""; ""132"")",48.56,354254355,"[1877551974, 3600058732L, 3600058733L, 1512700057]","[-3.384181, -3.384074, -3.383885, -3.383715]","[48.731197, 48.731256, 48.731351, 48.731199]","[10.21, 17.39, 20.96]"
133,Route de la Ville Blanche,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView133.html""; ""133"")",939.03,343731708,"[410857181, 628651318, 628651317, 628651316, 628651315, 1512700040, 3414901834L, 628651314, 1512700042, 628651313, 1512700050, 628651312, 628651311, 628651310, 628651309, 1512700067, 1511627322, 628651308, 1512700068, 628651307, 1511627333, 628651306, 628651305, 628651304, 628651303]","[-3.3877639999999998, -3.387856, -3.388221, -3.388543, -3.3887169999999998, -3.388977, -3.389011, -3.389187, -3.389436, -3.389679, -3.389808, -3.389819, -3.389766, -3.389895, -3.390421, -3.390618, -3.390879, -3.391012, -3.391386, -3.391611, -3.391759, -3.3916969999999997, -3.391397, -3.391397, -3.391858]","[48.729023, 48.72914, 48.729444, 48.729791, 48.730052, 48.73009, 48.730108, 48.730198, 48.730458, 48.730742, 48.731057, 48.731363, 48.732239, 48.732699, 48.733336, 48.733487, 48.733622, 48.733668, 48.733873, 48.734136, 48.734333, 48.734518, 48.735126, 48.7356, 48.736435]","[14.63, 43.11, 45.19, 31.72, 19.51, 3.14, 16.37, 34.12, 36.28, 36.29, 33.95, 97.43, 52.03, 80.58, 22.2, 24.26, 10.98, 35.7, 33.51, 24.51, 20.97, 71.12, 52.68, 98.75]"
134,Route de la Ville Blanche,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView134.html""; ""134"")",341.14,343731708,"[628651303, 628651302, 628651301, 628651300, 628651299, 628651298, 628650121]","[-3.391858, -3.391998, -3.3931139999999997, -3.39336, -3.393596, -3.39439, -3.394648]","[48.736435, 48.736457, 48.736117, 48.73611, 48.736216, 48.737157, 48.737874]","[10.49, 90.07, 18.1, 20.95, 119.68, 81.85]"
135,Route de la Ville Blanche,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView135.html""; ""135"")",951.02,343731708,"[628650121, 628650129, 628650127, 628650126, 628651297, 628651296, 628651295, 628651294, 628651293, 628651292, 628651291, 628651290, 3039540482L, 628651289, 628651288, 628651287, 628651286, 679972301, 628651285, 628651284, 3039540478L, 3039540481L, 626642745]","[-3.394648, -3.394884, -3.395378, -3.395743, -3.395195, -3.394508, -3.394573, -3.394927, -3.395506, -3.396332, -3.396718, -3.397448, -3.397933, -3.398428, -3.398692, -3.399047, -3.399421, -3.399789, -3.400152, -3.400844, -3.400859, -3.400991, -3.4010920000000002]","[48.737874, 48.738369, 48.73902, 48.739416, 48.739627, 48.739853, 48.740037, 48.740511, 48.740886, 48.741162, 48.741657000000004, 48.742103, 48.742343, 48.742549, 48.74263, 48.742635, 48.742585, 48.742602, 48.742733, 48.743047, 48.743058, 48.743182, 48.743313]","[57.7, 80.88, 51.51, 46.46, 56.26, 20.97, 58.73, 59.49, 67.86, 61.89, 72.88, 44.42, 42.91, 21.35, 26.02, 27.99, 27.03, 30.23, 61.63, 1.5899999999999999, 16.89, 16.33]"
136,Route de la Ville Blanche,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView136.html""; ""136"")",34.53,343731708,"[626642745, 626642746]","[-3.4010920000000002, -3.4008979999999998]","[48.743313, 48.743597]",[34.53]
137,Route de Quemperven,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView137.html""; ""137"")",47.95,400855203,"[4033574618L, 4033574617L, 4033574616L]","[-3.382189, -3.381975, -3.381868]","[48.729762, 48.729556, 48.729389]","[27.73, 20.22]"
138,Route de Saint-Marc,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Rospez/links/DualView138.html""; ""138"")",41.07,400855135,"[4033574297L, 4033574296L, 4033574295L, 4033574294L, 4033574293L]","[-3.386407, -3.3864929999999998, -3.386486, -3.386622, -3.3866009999999998]","[48.729193, 48.729138, 48.729027, 48.728995, 48.728911]","[8.74, 12.31, 10.58, 9.44]"
